Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDZ56,2664.0,OUT046
FDZ40,-1000.0,OUT019
FDS46,3448.0,OUT027
DRD24,2160.0,OUT045
FDV45,3088.0,OUT017
FDL26,2400.0,OUT045
FDA56,1752.0,OUT018
FDN27,1888.0,OUT046
FDM20,3976.0,OUT049
FDO16,1440.0,OUT017
FDL03,3304.0,OUT035
FDE58,1872.0,OUT046
FDI02,3336.0,OUT027
NCC55,-1264.0,OUT019
FDR03,3112.0,OUT018
FDB14,1640.0,OUT017
FDR45,3872.0,OUT013
NCN07,2128.0,OUT017
FDM51,-168.0,OUT019
FDT52,5408.0,OUT027
FDL26,2424.0,OUT046
NCZ42,3704.0,OUT046
DRI47,432.0,OUT019
FDW40,2352.0,OUT013
FDN34,2720.0,OUT046
FDS01,2968.0,OUT035
NCG55,1760.0,OUT045
FDC11,1528.0,OUT035
FDX35,3392.0,OUT018
NCB06,2472.0,OUT046
FDR09,2192.0,OUT019
FDC53,1656.0,OUT017
FDY45,4104.0,OUT013
FDA22,760.0,OUT010
FDE02,1648.0,OUT035
FDW21,1624.0,OUT045
FDV34,1232.0,OUT046
FDS59,1912.0,OUT049
NCW17,2104.0,OUT017
NCK54,1848.0,OUT046
FDG17,2024.0,OUT019
FDG35,2920.0,OUT017
FDD08,-1256.0,OUT010
NCO07,3392.0,OUT017
FDJ10,376.0,OUT010
FDW36,1760.0,OUT017
FDW21,-232.0,OUT010
FDY19,1984.0,OUT017
DRE03,856.0,OUT013
NCC55,704.0,OUT049
FDH52,-792.0,OUT010
FDO09,4304.0,OUT017
FDU43,3776.0,OUT045
FDX09,856.0,OUT010
FDH40,-504.0,OUT019
FDW58,1792.0,OUT017
FDC47,3656.0,OUT017
NCR41,1640.0,OUT035
DRG49,3976.0,OUT035
FDC52,3984.0,OUT027
FDY13,1184.0,OUT046
FDY35,872.0,OUT013
FDI35,2976.0,OUT017
NCU18,2304.0,OUT049
FDY33,2344.0,OUT018
FDC15,3960.0,OUT027
FDU01,3128.0,OUT049
NCU42,2616.0,OUT046
NCV29,2552.0,OUT018
NCY30,2960.0,OUT017
FDQ46,1880.0,OUT049
FDG58,3984.0,OUT027
FDK33,3472.0,OUT017
NCD07,1752.0,OUT045
NCX29,3720.0,OUT027
NCT42,2384.0,OUT013
DRN59,904.0,OUT035
FDI44,1408.0,OUT035
FDA45,2920.0,OUT049
FDP31,1040.0,OUT045
FDY01,1840.0,OUT046
FDT09,1968.0,OUT018
DRH03,3016.0,OUT027
FDA36,2736.0,OUT018
NCF31,2480.0,OUT017
FDG14,2568.0,OUT049
FDG28,5432.0,OUT027
FDU14,4056.0,OUT049
FDY47,264.0,OUT019
FDI56,1544.0,OUT049
DRD01,1040.0,OUT013
FDM22,944.0,OUT046
FDH33,760.0,OUT013
DRZ24,1952.0,OUT013
NCQ38,1624.0,OUT046
FDO16,2848.0,OUT027
FDU07,3856.0,OUT027
NCB07,3096.0,OUT013
FDU48,2032.0,OUT045
NCM43,2512.0,OUT045
FDR31,448.0,OUT010
DRK49,472.0,OUT018
NCI30,1912.0,OUT010
DRD60,2960.0,OUT017
NCG19,3624.0,OUT046
FDH12,1808.0,OUT035
FDM32,1640.0,OUT035
FDM27,2648.0,OUT035
NCU53,4072.0,OUT027
NCQ18,1496.0,OUT046
FDS10,2920.0,OUT013
FDB33,4000.0,OUT027
FDI12,1496.0,OUT013
NCW42,3520.0,OUT013
NCC06,1792.0,OUT018
FDW02,2160.0,OUT017
NCD43,1728.0,OUT017
FDM57,1168.0,OUT018
FDA58,3824.0,OUT017
FDK56,2888.0,OUT046
FDP52,3640.0,OUT045
FDW20,1776.0,OUT018
FDS52,1720.0,OUT049
NCT29,1640.0,OUT018
NCL54,2840.0,OUT013
FDC05,3104.0,OUT045
FDF34,3312.0,OUT035
FDP03,3536.0,OUT027
FDD32,-488.0,OUT010
FDZ10,1968.0,OUT045
FDZ40,1024.0,OUT035
FDD51,496.0,OUT018
NCY30,928.0,OUT019
FDP58,3512.0,OUT017
FDV49,4264.0,OUT017
FDY24,-1000.0,OUT019
NCO55,1752.0,OUT017
FDR13,2016.0,OUT017
FDS51,1120.0,OUT017
FDP26,1592.0,OUT045
NCB54,3496.0,OUT027
FDF32,3224.0,OUT017
FDN31,2760.0,OUT018
DRM48,680.0,OUT017
FDN20,2808.0,OUT049
DRL01,3704.0,OUT046
FDV56,1896.0,OUT049
DRH13,3208.0,OUT027
FDA03,2480.0,OUT017
FDF47,5024.0,OUT027
FDX32,2352.0,OUT046
FDX57,1720.0,OUT049
NCA30,2888.0,OUT045
FDO49,952.0,OUT013
FDL04,-232.0,OUT019
DRM48,744.0,OUT035
FDR16,3464.0,OUT013
NCC19,2768.0,OUT018
NCE42,3624.0,OUT045
FDY24,1032.0,OUT017
FDH19,2888.0,OUT049
FDJ46,2832.0,OUT013
FDN45,1624.0,OUT010
FDY08,2384.0,OUT035
FDZ37,1608.0,OUT035
NCT30,656.0,OUT045
DRY23,512.0,OUT018
NCZ30,1680.0,OUT018
FDC44,1560.0,OUT018
FDB45,1824.0,OUT035
FDY04,2720.0,OUT013
FDM27,2528.0,OUT046
FDZ43,3952.0,OUT017
FDT39,576.0,OUT019
NCC06,104.0,OUT019
FDL15,3936.0,OUT027
FDL57,4208.0,OUT017
FDU08,1568.0,OUT046
FDK40,4280.0,OUT017
FDQ12,1720.0,OUT010
FDS48,2512.0,OUT017
FDP09,3280.0,OUT045
FDW21,1768.0,OUT049
FDY25,3024.0,OUT035
DRE13,1464.0,OUT017
FDV43,-1184.0,OUT019
FDD22,1696.0,OUT045
FDM46,-464.0,OUT019
NCO30,1008.0,OUT010
FDM25,2784.0,OUT046
NCN41,2016.0,OUT049
FDU24,1472.0,OUT045
FDZ50,2936.0,OUT046
FDP45,4096.0,OUT013
NCM54,1904.0,OUT045
FDW10,896.0,OUT019
FDP20,2144.0,OUT017
FDK32,2440.0,OUT046
FDN52,1544.0,OUT049
FDM58,1768.0,OUT045
FDZ46,3264.0,OUT027
NCA18,1600.0,OUT018
FDD35,1936.0,OUT046
NCK31,912.0,OUT035
FDI40,3144.0,OUT027
FDT50,-288.0,OUT019
NCT06,2552.0,OUT046
FDT31,3120.0,OUT035
FDT45,984.0,OUT049
FDT13,2912.0,OUT045
FDO50,1400.0,OUT045
NCU18,296.0,OUT010
NCR54,3136.0,OUT049
NCO18,2560.0,OUT018
FDU09,904.0,OUT045
FDT13,2760.0,OUT018
FDE09,1776.0,OUT046
NCK53,-304.0,OUT019
FDG45,3464.0,OUT049
DRH15,864.0,OUT035
FDO21,1728.0,OUT019
FDD14,4376.0,OUT027
FDC09,1688.0,OUT046
FDH45,2256.0,OUT027
FDV32,1016.0,OUT046
FDG12,2128.0,OUT035
FDS32,2368.0,OUT013
NCL55,3696.0,OUT018
DRE01,3928.0,OUT035
DRE15,1360.0,OUT049
NCL42,3792.0,OUT045
FDP31,1152.0,OUT013
FDN33,1320.0,OUT018
FDZ59,2624.0,OUT046
FDE45,936.0,OUT010
FDJ07,1968.0,OUT013
FDQ45,2776.0,OUT018
FDM33,4944.0,OUT027
FDO15,-592.0,OUT010
FDM46,1520.0,OUT013
FDR03,3264.0,OUT045
FDY49,2488.0,OUT018
FDQ60,1864.0,OUT045
FDW10,2904.0,OUT049
FDO51,904.0,OUT049
FDJ40,1584.0,OUT018
FDS20,2664.0,OUT018
FDU45,1928.0,OUT013
FDV02,2824.0,OUT035
FDN09,3808.0,OUT046
NCM55,4392.0,OUT027
FDN23,2128.0,OUT018
FDY31,408.0,OUT010
FDW03,-128.0,OUT010
FDD14,2848.0,OUT046
FDV23,2088.0,OUT017
DRI03,2712.0,OUT045
FDN13,1704.0,OUT035
FDF45,2552.0,OUT027
FDU46,1616.0,OUT035
FDB57,3688.0,OUT049
FDV12,1768.0,OUT049
FDQ58,2496.0,OUT013
NCA18,1896.0,OUT017
FDH52,1160.0,OUT049
FDM24,2216.0,OUT018
NCP43,4312.0,OUT027
NCO18,872.0,OUT019
FDM32,1584.0,OUT017
NCL07,704.0,OUT017
FDK03,4112.0,OUT013
FDP59,1792.0,OUT017
FDQ24,4056.0,OUT049
FDQ16,1536.0,OUT018
FDU44,2672.0,OUT013
FDH28,-1208.0,OUT010
FDV28,-1264.0,OUT019
FDM22,880.0,OUT045
FDR56,3120.0,OUT046
FDV39,3240.0,OUT049
FDU37,-544.0,OUT019
FDQ11,2168.0,OUT010
FDX02,3456.0,OUT045
NCS42,1216.0,OUT018
FDY57,3064.0,OUT027
FDB21,3896.0,OUT049
FDE28,3760.0,OUT017
FDQ55,1976.0,OUT017
FDA48,3608.0,OUT049
FDZ19,2672.0,OUT045
NCC43,3856.0,OUT045
NCV18,1224.0,OUT046
NCA42,2272.0,OUT018
FDY45,4032.0,OUT046
NCC30,2728.0,OUT045
FDM57,1496.0,OUT013
FDL09,768.0,OUT010
FDB09,3480.0,OUT027
FDT44,2024.0,OUT035
NCT06,4056.0,OUT027
FDX26,3000.0,OUT049
FDK32,2560.0,OUT013
DRA12,2248.0,OUT046
FDO46,1160.0,OUT010
FDE52,1536.0,OUT013
NCH42,3512.0,OUT045
FDV08,864.0,OUT035
FDB47,3096.0,OUT018
FDC28,-112.0,OUT010
FDD22,1776.0,OUT046
FDS07,3328.0,OUT027
DRI13,3360.0,OUT045
FDG32,3264.0,OUT018
FDU14,4048.0,OUT017
FDD28,-904.0,OUT019
NCP41,1816.0,OUT017
FDS08,2872.0,OUT049
FDX47,2480.0,OUT045
FDC53,-264.0,OUT019
FDQ19,4008.0,OUT035
FDL14,2448.0,OUT045
FDM33,1600.0,OUT019
FDA51,1760.0,OUT045
FDZ27,600.0,OUT018
FDT04,664.0,OUT046
DRC13,2152.0,OUT049
FDR16,4928.0,OUT027
FDQ03,5280.0,OUT027
FDE38,2792.0,OUT035
DRH23,2392.0,OUT027
FDT11,1144.0,OUT019
FDD09,3000.0,OUT035
FDR40,1328.0,OUT045
FDX07,3088.0,OUT017
FDR07,1688.0,OUT035
FDA51,1944.0,OUT017
FDT59,1768.0,OUT019
FDF20,3184.0,OUT017
FDR13,1824.0,OUT045
FDY26,3496.0,OUT049
FDW04,2232.0,OUT017
FDK52,3680.0,OUT017
FDN60,2584.0,OUT049
FDM09,856.0,OUT019
FDP46,1528.0,OUT049
FDB50,-656.0,OUT019
NCQ29,4120.0,OUT049
FDP16,5368.0,OUT027
FDX33,2376.0,OUT018
FDP07,1168.0,OUT010
FDN22,3984.0,OUT046
FDF39,4296.0,OUT049
FDS21,1160.0,OUT017
NCM42,1744.0,OUT013
FDK50,720.0,OUT019
DRF13,3832.0,OUT027
FDH35,2384.0,OUT018
FDP60,1400.0,OUT018
DRJ49,3576.0,OUT027
NCT42,432.0,OUT019
FDE38,2760.0,OUT049
FDI04,3288.0,OUT049
NCH54,2384.0,OUT045
FDT56,1112.0,OUT049
DRD15,3424.0,OUT018
FDV58,3120.0,OUT013
FDP21,3128.0,OUT049
FDH05,3792.0,OUT013
FDR10,4072.0,OUT027
NCP06,2272.0,OUT045
FDF33,1816.0,OUT049
DRK37,3048.0,OUT013
DRH49,1304.0,OUT045
FDT58,2704.0,OUT013
FDD41,1496.0,OUT018
FDP40,1600.0,OUT018
FDM51,3200.0,OUT027
FDO45,-440.0,OUT010
FDW33,-216.0,OUT010
FDY24,856.0,OUT045
FDB10,1848.0,OUT010
FDM40,2360.0,OUT035
NCI06,2912.0,OUT017
FDW12,464.0,OUT019
FDX48,4016.0,OUT027
NCW05,3128.0,OUT027
FDX27,1672.0,OUT017
DRM37,3048.0,OUT045
FDA38,3736.0,OUT045
FDR36,680.0,OUT046
FDZ45,3112.0,OUT046
FDG05,2664.0,OUT017
FDK28,4128.0,OUT013
FDV47,1320.0,OUT045
FDN21,2480.0,OUT045
FDP20,3536.0,OUT027
FDI35,2816.0,OUT045
DRY23,824.0,OUT013
FDA56,2064.0,OUT017
FDB09,2032.0,OUT013
NCO26,3304.0,OUT027
FDQ49,2328.0,OUT018
FDI52,3440.0,OUT027
FDZ44,3368.0,OUT027
FDZ09,2368.0,OUT018
FDY03,1960.0,OUT049
NCG42,2136.0,OUT017
DRI13,4936.0,OUT027
FDQ32,2128.0,OUT013
FDW16,1664.0,OUT035
FDU27,784.0,OUT046
FDR28,760.0,OUT010
FDQ49,688.0,OUT010
FDS37,1832.0,OUT046
FDW26,3296.0,OUT018
FDX12,3664.0,OUT018
NCP06,2424.0,OUT013
FDW45,424.0,OUT010
NCN30,1584.0,OUT049
FDN24,968.0,OUT049
NCL41,2008.0,OUT027
FDR02,-120.0,OUT019
FDD09,992.0,OUT010
FDS33,-488.0,OUT010
FDU22,1832.0,OUT045
FDI53,2680.0,OUT013
DRH01,2864.0,OUT049
FDX32,2392.0,OUT013
NCP30,416.0,OUT018
FDB60,3024.0,OUT045
FDB14,1656.0,OUT049
NCP02,1040.0,OUT035
FDJ10,2352.0,OUT017
FDG34,1808.0,OUT046
NCB18,1472.0,OUT017
FDM16,1368.0,OUT049
FDW25,1136.0,OUT018
FDB35,-376.0,OUT010
DRN11,2304.0,OUT013
FDF41,1976.0,OUT019
FDH16,1344.0,OUT045
NCQ50,3112.0,OUT018
DRH23,672.0,OUT018
DRJ37,2472.0,OUT013
DRJ24,4392.0,OUT027
FDY16,3104.0,OUT035
FDQ27,1680.0,OUT045
FDZ33,2272.0,OUT045
FDF29,2096.0,OUT045
FDA08,2760.0,OUT049
FDG31,1040.0,OUT046
FDE34,968.0,OUT019
NCR30,2648.0,OUT027
FDV33,4272.0,OUT035
DRZ24,1680.0,OUT018
NCL54,2856.0,OUT035
FDR12,2904.0,OUT049
NCC54,3720.0,OUT046
DRN59,824.0,OUT013
FDX50,-136.0,OUT019
FDV31,4304.0,OUT027
NCA29,4184.0,OUT027
FDW60,2968.0,OUT049
FDX08,2984.0,OUT017
DRD49,3752.0,OUT013
FDD33,3616.0,OUT046
FDW35,784.0,OUT013
FDJ36,1784.0,OUT017
FDV51,2784.0,OUT035
FDW36,1672.0,OUT046
FDH35,2600.0,OUT046
NCS30,3512.0,OUT027
FDN49,776.0,OUT017
FDL08,3664.0,OUT018
FDI09,3904.0,OUT013
FDP19,1816.0,OUT018
FDU21,-1288.0,OUT010
NCP41,1624.0,OUT045
FDY10,1872.0,OUT013
FDP12,456.0,OUT018
NCN26,1928.0,OUT049
FDK44,2816.0,OUT013
FDC28,1864.0,OUT049
FDJ41,5640.0,OUT027
NCT29,2056.0,OUT035
NCH42,1672.0,OUT019
FDU60,2496.0,OUT018
FDS02,3024.0,OUT045
FDC51,2016.0,OUT046
FDU03,3016.0,OUT013
FDX39,3328.0,OUT045
NCY05,-1320.0,OUT010
NCL06,5528.0,OUT027
FDD32,1496.0,OUT035
NCN41,1848.0,OUT045
NCX53,2328.0,OUT049
FDU57,528.0,OUT019
FDQ23,1640.0,OUT046
FDQ52,3840.0,OUT045
FDC14,672.0,OUT045
FDY09,2952.0,OUT035
FDQ28,2472.0,OUT045
FDV25,3464.0,OUT046
FDJ07,2008.0,OUT035
DRB25,1784.0,OUT049
FDK52,1672.0,OUT019
FDY52,2544.0,OUT027
FDB28,3080.0,OUT046
FDT36,744.0,OUT035
FDV25,3600.0,OUT017
NCN07,3528.0,OUT027
FDC57,3208.0,OUT017
FDQ03,3568.0,OUT018
FDU23,2760.0,OUT017
NCX41,3472.0,OUT035
NCD06,856.0,OUT035
FDW08,1624.0,OUT045
NCU29,2360.0,OUT017
NCE06,2560.0,OUT013
FDV52,24.0,OUT010
FDB02,2960.0,OUT017
NCR18,616.0,OUT045
FDK16,1608.0,OUT049
NCQ29,2112.0,OUT010
FDZ01,-160.0,OUT019
FDW27,2656.0,OUT035
FDD17,3528.0,OUT018
FDW39,2944.0,OUT013
DRH59,1104.0,OUT045
FDS52,1704.0,OUT013
FDU40,4584.0,OUT027
NCF54,2776.0,OUT013
FDH46,1632.0,OUT045
NCP14,1696.0,OUT049
FDH50,3064.0,OUT049
DRF15,544.0,OUT010
FDV27,2960.0,OUT027
NCJ06,1976.0,OUT049
FDN02,3016.0,OUT018
FDQ51,952.0,OUT049
FDQ07,3656.0,OUT017
FDS45,1848.0,OUT049
NCJ06,1832.0,OUT045
FDD36,2016.0,OUT035
FDY25,2832.0,OUT045
FDU52,2432.0,OUT046
DRK47,3664.0,OUT017
NCL30,2104.0,OUT017
FDN22,4152.0,OUT035
NCF30,3432.0,OUT027
FDK03,4224.0,OUT035
FDT45,1008.0,OUT017
NCC54,5208.0,OUT027
FDP08,2912.0,OUT018
FDU44,2616.0,OUT046
DRG39,1008.0,OUT035
FDU32,2072.0,OUT049
FDY27,2936.0,OUT049
NCP54,2000.0,OUT013
NCZ41,2088.0,OUT049
DRL49,2336.0,OUT013
FDI05,1048.0,OUT018
FDY56,3552.0,OUT045
DRC13,2120.0,OUT013
NCV29,2904.0,OUT017
FDR24,1592.0,OUT049
FDZ34,2808.0,OUT018
FDP37,2128.0,OUT035
FDX08,4360.0,OUT027
FDS57,2176.0,OUT045
NCG18,1704.0,OUT049
FDK25,2480.0,OUT018
FDH53,1496.0,OUT049
DRI59,3304.0,OUT018
FDA52,2816.0,OUT046
FDT20,-1248.0,OUT010
FDE36,752.0,OUT019
FDI24,2848.0,OUT017
FDB28,2912.0,OUT018
FDV11,2952.0,OUT017
FDP01,2480.0,OUT046
FDD34,4064.0,OUT027
FDJ50,2352.0,OUT027
FDZ44,1960.0,OUT013
DRO59,1352.0,OUT035
DRB48,656.0,OUT045
FDR21,2552.0,OUT018
NCE42,1800.0,OUT010
FDO23,1456.0,OUT046
NCE30,3080.0,OUT018
FDQ22,784.0,OUT035
FDY01,1800.0,OUT045
FDS08,2896.0,OUT017
FDG28,3736.0,OUT018
FDQ51,656.0,OUT018
FDB05,4008.0,OUT017
FDO56,2024.0,OUT049
FDE02,1240.0,OUT018
FDN45,3600.0,OUT017
FDS09,928.0,OUT013
NCA54,2608.0,OUT018
FDP09,1472.0,OUT010
FDC53,1520.0,OUT045
NCM55,3000.0,OUT017
FDL09,2496.0,OUT018
FDA11,-392.0,OUT019
FDA50,1440.0,OUT045
FDC23,2944.0,OUT017
FDE22,2632.0,OUT049
FDD23,2992.0,OUT046
NCA29,2800.0,OUT049
FDK38,2312.0,OUT046
DRC13,1976.0,OUT046
NCP43,2904.0,OUT049
FDX28,1704.0,OUT049
FDF08,1608.0,OUT049
FDZ33,2336.0,OUT046
FDD10,3000.0,OUT049
FDO58,2680.0,OUT017
FDI50,3792.0,OUT017
FDO58,2560.0,OUT045
FDX08,2944.0,OUT013
NCK17,-1240.0,OUT010
FDF39,4336.0,OUT035
FDU45,-40.0,OUT010
NCJ18,1576.0,OUT018
DRC27,1976.0,OUT019
DRC25,1504.0,OUT035
FDU59,2672.0,OUT035
FDU28,3192.0,OUT035
NCP30,632.0,OUT046
FDB39,688.0,OUT018
FDE41,1520.0,OUT013
DRH11,-1000.0,OUT010
FDA58,3648.0,OUT045
FDU50,1872.0,OUT046
FDM34,2136.0,OUT013
FDM44,3136.0,OUT027
FDR39,2840.0,OUT045
FDM25,2768.0,OUT045
FDQ49,2648.0,OUT049
DRH25,656.0,OUT018
FDM09,4248.0,OUT027
FDL44,696.0,OUT019
NCR42,288.0,OUT018
DRL59,840.0,OUT046
FDX43,2736.0,OUT013
DRK47,1664.0,OUT010
FDU48,1872.0,OUT018
FDY12,800.0,OUT045
NCN43,1704.0,OUT018
NCM55,2640.0,OUT018
FDQ21,3472.0,OUT027
FDX13,4088.0,OUT035
NCK30,5432.0,OUT027
FDG20,2920.0,OUT049
DRG27,744.0,OUT017
FDY14,3928.0,OUT018
FDP59,1840.0,OUT035
FDU60,2840.0,OUT017
NCC18,744.0,OUT019
DRJ39,3536.0,OUT017
FDS07,1912.0,OUT049
FDM08,5072.0,OUT027
FDP51,1904.0,OUT045
FDU16,1536.0,OUT035
FDH12,1760.0,OUT013
DRE48,1216.0,OUT010
NCL42,5304.0,OUT027
FDR21,2736.0,OUT045
NCW29,2192.0,OUT035
FDO11,4072.0,OUT013
NCM31,2296.0,OUT049
FDV35,544.0,OUT019
FDF58,1120.0,OUT017
NCE43,2712.0,OUT049
FDA02,2488.0,OUT035
DRL37,-1152.0,OUT010
FDR24,1304.0,OUT018
FDW59,1448.0,OUT049
FDS22,920.0,OUT049
FDW24,912.0,OUT017
FDU24,1704.0,OUT035
FDA21,4464.0,OUT027
FDH58,3376.0,OUT027
FDW36,1440.0,OUT018
FDI45,4240.0,OUT027
FDU01,2800.0,OUT018
FDF35,3216.0,OUT027
FDU43,1928.0,OUT019
FDE24,384.0,OUT019
FDK50,2696.0,OUT049
FDG31,960.0,OUT045
FDC60,1408.0,OUT045
FDL36,1512.0,OUT013
FDP21,3120.0,OUT013
FDW16,1448.0,OUT045
FDX02,3648.0,OUT017
FDQ58,3968.0,OUT027
FDT51,1808.0,OUT046
FDD59,1448.0,OUT049
NCM42,1480.0,OUT018
FDA57,464.0,OUT018
FDZ48,1928.0,OUT035
FDE46,2368.0,OUT045
NCZ30,8.0,OUT019
FDB56,3136.0,OUT017
FDA25,3232.0,OUT027
FDD20,2080.0,OUT013
FDL25,1584.0,OUT013
NCO18,2864.0,OUT049
FDJ45,680.0,OUT017
FDR12,2896.0,OUT035
NCF19,-1152.0,OUT010
FDK25,2640.0,OUT046
NCR17,1752.0,OUT046
FDC52,2464.0,OUT046
NCA54,2928.0,OUT017
FDR45,1896.0,OUT010
NCM19,1880.0,OUT049
FDF39,5720.0,OUT027
FDX23,1656.0,OUT049
FDD58,3088.0,OUT027
FDX28,1680.0,OUT013
NCD31,2616.0,OUT013
FDU57,2208.0,OUT018
FDI27,792.0,OUT046
NCM42,1656.0,OUT046
FDD32,2872.0,OUT027
FDI34,3728.0,OUT013
NCM29,2136.0,OUT049
