Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
DRI47,365.3391341479091,OUT019
FDW40,2045.2560883713052,OUT013
FDN34,2729.8139823953506,OUT046
FDS01,2905.515373524076,OUT035
NCG55,1937.0723885040827,OUT045
FDC11,1449.2085455887948,OUT035
FDX35,3595.7281960452406,OUT018
NCB06,2547.077889316133,OUT046
FDR09,571.8987471439941,OUT019
FDC53,1533.233689036643,OUT017
FDY45,4019.4585896051663,OUT013
FDA22,385.1911178549197,OUT010
FDE02,1533.233689036643,OUT035
FDW21,1559.3377710168795,OUT045
FDV34,1148.1185120070543,OUT046
FDS59,1600.1555301202889,OUT049
NCW17,2013.9423954665679,OUT017
NCK54,1937.0723885040827,OUT046
FDG17,572.155016189003,OUT019
FDG35,2843.1114275843256,OUT017
FDD08,131.14223821024746,OUT010
NCO07,3652.102807671875,OUT017
FDJ10,283.1181421047006,OUT010
FDW36,1577.285772029561,OUT017
FDW21,242.15621627616665,OUT010
FDY19,1937.0723885040827,OUT017
DRE03,781.3459155203723,OUT013
NCC55,669.6058369282084,OUT049
FDH52,136.1787273667106,OUT010
FDO09,4080.0786740605336,OUT017
FDU43,3920.8769756522906,OUT045
FDX09,422.7205150705354,OUT010
FDH40,190.97814968775165,OUT019
FDW58,1577.285772029561,OUT017
FDC47,3776.610169405733,OUT017
NCR41,1530.975833777799,OUT035
DRG49,3911.019498703918,OUT035
FDC52,4055.8812094567384,OUT027
FDY13,1152.836202119336,OUT046
FDY35,719.574546216311,OUT013
FDI35,3040.238236103926,OUT017
NCU18,2048.148604283894,OUT049
FDY33,2542.2738187295636,OUT018
FDC15,4174.793288423214,OUT027
FDU01,3057.5957562959584,OUT049
NCU42,2734.2236824942242,OUT046
NCV29,2876.4365769668993,OUT018
NCY30,3053.7321622214904,OUT017
FDQ46,1722.2283150011606,OUT049
FDG58,4055.8812094567384,OUT027
FDK33,3644.336685594098,OUT017
NCD07,1932.111873814826,OUT045
NCX29,4027.9319794923977,OUT027
NCT42,2486.6896783003867,OUT013
DRN59,733.3091208815791,OUT035
FDI44,1279.8643042630254,OUT035
FDA45,2879.165378102868,OUT049
FDP31,1064.081745871136,OUT045
FDY01,1932.111873814826,OUT046
FDT09,2024.9480985043317,OUT018
DRH03,2811.404445291089,OUT027
FDA36,3054.86695515999,OUT018
NCF31,2486.6896783003867,OUT017
FDG14,2486.6896783003867,OUT049
FDG28,5864.011162910996,OUT027
FDU14,4004.987422671323,OUT049
FDY47,285.0500580046007,OUT019
FDI56,1483.272041465055,OUT049
DRD01,1023.0387772968122,OUT013
FDM22,950.3372716920904,OUT046
FDH33,714.438704800065,OUT013
DRZ24,1950.3931931739512,OUT013
NCQ38,1577.285772029561,OUT046
FDO16,2339.3960832520083,OUT027
FDU07,4055.8812094567384,OUT027
NCB07,3055.2453624727973,OUT013
FDU48,2022.0009442236076,OUT045
NCM43,2568.1174378264045,OUT045
FDR31,363.55512799619004,OUT010
DRK49,663.5336206728974,OUT018
NCI30,574.9267105454638,OUT010
DRD60,3014.5650340786146,OUT017
NCG19,3842.767529173025,OUT046
FDH12,1577.285772029561,OUT035
FDM32,1509.0736518259491,OUT035
FDM27,2498.9847801026003,OUT035
NCU53,4268.313838421153,OUT027
NCQ18,1542.5424269572309,OUT046
FDS10,2952.407278692469,OUT013
FDB33,4174.793288423214,OUT027
FDI12,1520.9949320065487,OUT013
NCW42,3741.938730928275,OUT013
NCC06,2013.9423954665679,OUT018
FDW02,2011.6171911263561,OUT017
NCD43,1577.285772029561,OUT017
FDM57,1406.165493592355,OUT018
FDA58,3875.5125143257264,OUT017
FDK56,3056.929143920141,OUT046
FDP52,3827.9348981406465,OUT045
FDW20,2009.0208235443952,OUT018
FDS52,1550.1659898027408,OUT049
NCT29,2000.5930636529188,OUT018
NCL54,2871.1420522177855,OUT013
FDC05,3058.5796775737945,OUT045
FDF34,3058.5796775737945,OUT035
FDP03,2989.795470724886,OUT027
FDD32,187.28505023264503,OUT010
FDZ10,2013.9423954665679,OUT045
FDZ40,903.3821605055534,OUT035
FDD51,666.4467147928736,OUT018
NCY30,430.83454291533207,OUT019
FDP58,3674.2407333349606,OUT017
FDV49,4090.123409759343,OUT017
FDY24,131.14223821024746,OUT019
NCO55,1587.4594371161102,OUT017
FDR13,1937.0723885040827,OUT017
FDS51,1022.5461403568827,OUT017
FDP26,1577.285772029561,OUT045
NCB54,2999.648256051776,OUT027
FDF32,3058.5796775737945,OUT017
FDN31,3054.86695515999,OUT018
DRM48,663.5336206728974,OUT017
FDN20,2728.11172937166,OUT049
DRL01,3793.2171183239093,OUT046
FDV56,1587.4594371161102,OUT049
DRH13,2891.283856734013,OUT027
FDA03,2483.6548159641197,OUT017
FDF47,5859.845222268177,OUT027
FDX32,2483.6548159641197,OUT046
FDX57,1533.233689036643,OUT049
NCA30,3055.2453624727973,OUT045
FDO49,783.7688978688969,OUT013
FDL04,247.78852768450986,OUT019
DRM48,667.1405506943685,OUT035
FDR16,3629.111116550848,OUT013
NCC19,3054.86695515999,OUT018
NCE42,3891.2282489773356,OUT045
FDY24,903.3821605055534,OUT017
FDH19,2845.4618214074867,OUT049
FDJ46,2844.795209031669,OUT013
FDN45,571.8987471439941,OUT010
FDY08,2027.3902997008624,OUT035
FDZ37,1448.331411870375,OUT035
NCT30,734.1464249774554,OUT045
DRY23,663.5336206728974,OUT018
NCZ30,2003.2338778943426,OUT018
FDC44,1918.8779525593575,OUT018
FDB45,1577.285772029561,OUT035
FDY04,2564.384354409818,OUT013
FDM27,2544.336007489715,OUT046
FDZ43,3924.7266693345423,OUT017
FDT39,367.6204465780003,OUT019
NCC06,281.1303838835166,OUT019
FDL15,4055.8812094567384,OUT027
FDL57,4046.574858698235,OUT017
FDU08,1537.6723396386474,OUT046
FDK40,4101.120233362722,OUT017
FDQ12,570.4436091404622,OUT010
FDS48,2486.6896783003867,OUT017
FDP09,3644.336685594098,OUT045
FDW21,1542.5424269572309,OUT049
FDY25,3014.5650340786146,OUT035
DRE13,1433.2915814366602,OUT017
FDV43,131.14223821024746,OUT019
FDD22,1722.2283150011606,OUT045
FDM46,228.35460534777584,OUT019
NCO30,476.9712038319935,OUT010
FDM25,2844.795209031669,OUT046
NCN41,2006.229961195572,OUT049
FDU24,1515.8962528040836,OUT045
FDZ50,3055.4159436688337,OUT046
FDP45,3982.3991810284106,OUT013
NCM54,2011.6171911263561,OUT045
FDW10,421.17345026187775,OUT019
FDP20,2013.9423954665679,OUT017
FDK32,2486.6896783003867,OUT046
FDN52,1459.3417983606612,OUT049
FDM58,1687.82929989528,OUT045
FDZ46,2930.9611376988983,OUT027
NCA18,1937.0723885040827,OUT018
FDD35,2003.2338778943426,OUT046
NCK31,733.969300956848,OUT035
FDI40,2857.1232094875177,OUT027
FDT50,234.80837153434055,OUT019
NCT06,2568.1174378264045,OUT046
FDT31,3055.2453624727973,OUT035
FDT45,852.3374960525782,OUT049
FDT13,3056.929143920141,OUT045
FDO50,1485.6649284778482,OUT045
NCU18,280.76908978685225,OUT010
NCR54,3059.279537743302,OUT049
NCO18,2876.4365769668993,OUT018
FDU09,905.0786743630567,OUT045
FDT13,3054.86695515999,OUT018
FDE09,1722.2283150011606,OUT046
NCK53,247.37276168953602,OUT019
FDG45,3633.9234018320008,OUT049
DRH15,689.0085830454352,OUT035
FDO21,572.155016189003,OUT019
FDD14,5104.166852783433,OUT027
FDC09,1577.285772029561,OUT046
FDH45,1013.285481611541,OUT027
FDV32,1123.0228263982222,OUT046
FDG12,1971.0086174845526,OUT035
FDS32,2027.3902997008624,OUT013
NCL55,3847.417186344308,OUT018
DRE01,3909.157555101314,OUT035
DRE15,1284.291034871368,OUT049
NCL42,3926.732667462833,OUT045
FDP31,1232.7533003557257,OUT013
FDN33,1524.0380680859228,OUT018
FDZ59,2568.1174378264045,OUT046
FDE45,428.11593345373547,OUT010
FDJ07,1950.3931931739512,OUT013
FDQ45,3054.86695515999,OUT018
FDM33,5859.845222268177,OUT027
FDO15,152.07993454334587,OUT010
FDM46,1538.4778786682216,OUT013
FDR03,3414.1381186839203,OUT045
FDY49,2647.5689620479757,OUT018
FDQ60,1966.0639757192837,OUT045
FDW10,2845.4618214074867,OUT049
FDO51,684.3265182011804,OUT049
FDJ40,1592.6761922373762,OUT018
FDS20,3048.787840661856,OUT018
FDU45,1794.718270168986,OUT013
FDV02,2731.943656329436,OUT035
FDN09,3916.6857484321454,OUT046
NCM55,5104.166852783433,OUT027
FDN23,2478.3147221551744,OUT018
FDY31,365.6853905455971,OUT010
FDW03,243.1908368807518,OUT010
FDD14,3053.7321622214904,OUT046
FDV23,2011.6171911263561,OUT017
DRI03,2844.795209031669,OUT045
FDN13,1542.5424269572309,OUT035
FDF45,1333.790981837694,OUT027
FDU46,1449.2085455887948,OUT035
FDB57,3740.1645953208895,OUT049
FDV12,1542.5424269572309,OUT049
FDQ58,2486.6896783003867,OUT013
NCA18,1932.111873814826,OUT017
FDH52,1018.0702783235365,OUT049
FDM24,2486.6896783003867,OUT018
NCP43,4896.702043097997,OUT027
NCO18,429.33002153201977,OUT019
FDM32,1485.6649284778482,OUT017
NCL07,663.5336206728974,OUT017
FDK03,3991.3140793320845,OUT013
FDP59,1577.285772029561,OUT017
FDQ24,3992.3889456626875,OUT049
FDQ16,1600.1555301202889,OUT018
FDU44,2547.077889316133,OUT013
FDH28,131.14223821024746,OUT010
FDV28,131.14223821024746,OUT019
FDM22,896.6970148188769,OUT045
FDR56,3056.929143920141,OUT046
FDV39,3060.9300713969556,OUT049
FDU37,171.2193467064864,OUT019
FDQ11,572.6136381268201,OUT010
FDX02,3764.4590246822067,OUT045
NCS42,1521.7228602512,OUT018
FDY57,2811.404445291089,OUT027
FDB21,3884.952602461772,OUT049
FDE28,3810.5988126435523,OUT017
FDQ55,1918.8779525593575,OUT017
FDA48,3726.0388615566426,OUT049
FDZ19,2844.795209031669,OUT045
NCC43,4002.5082275815516,OUT045
NCV18,1397.107702351809,OUT046
NCA42,2542.2738187295636,OUT018
FDY45,4035.798599766864,OUT046
NCC30,2954.0910601398127,OUT045
FDM57,1520.6760017325018,OUT013
FDL09,387.27782727485015,OUT010
FDB09,2989.795470724886,OUT027
FDT44,1966.0639757192837,OUT035
NCT06,4268.313838421153,OUT027
FDX26,3057.7663374919953,OUT049
FDK32,2486.6896783003867,OUT013
DRA12,2066.7647691949865,OUT046
FDO46,493.27546941120295,OUT010
FDE52,1523.6885843691064,OUT013
NCH42,3809.6929899116467,OUT045
FDV08,667.1405506943685,OUT035
FDB47,3490.851618376042,OUT018
FDC28,261.5610347289077,OUT010
FDD22,1921.5697930377946,OUT046
FDS07,2930.9611376988983,OUT027
DRI13,3683.750688233717,OUT045
FDG32,3567.9788104031504,OUT018
FDU14,4026.05795162301,OUT017
FDD28,132.42220617498424,OUT019
NCP41,1600.1555301202889,OUT017
FDS08,2847.14560285483,OUT049
FDX47,2529.3136245469323,OUT045
FDC53,246.17973990631498,OUT019
FDQ19,3935.364568290145,OUT035
FDL14,2489.3046166764743,OUT045
FDM33,571.4401252061771,OUT019
FDA51,1918.8779525593575,OUT045
FDZ27,729.7021908601081,OUT018
FDT04,672.34688519454,OUT046
DRC13,2009.0208235443952,OUT049
FDR16,5864.011162910996,OUT027
FDQ03,5859.845222268177,OUT027
FDE38,2678.62620187328,OUT035
DRH23,1266.107473934153,OUT027
FDT11,495.0151903567111,OUT019
FDD09,2968.8755161017766,OUT035
FDR40,1387.1731589690596,OUT045
FDX07,3053.7321622214904,OUT017
FDR07,1533.233689036643,OUT035
FDA51,1924.094254337835,OUT017
FDT59,571.6956954102444,OUT019
FDF20,3056.929143920141,OUT017
FDR13,1929.2950783606714,OUT045
FDY26,3645.449603309813,OUT049
FDW04,2022.0009442236076,OUT017
FDK52,3800.3843121775635,OUT017
FDN60,2527.9768238690517,OUT049
FDM09,413.3141732542239,OUT019
FDP46,1462.0273758877163,OUT049
FDB50,171.2193467064864,OUT019
NCQ29,4050.322024373128,OUT049
FDP16,5859.845222268177,OUT027
FDX33,2560.5075718114576,OUT018
FDP07,505.88803059417086,OUT010
FDN22,3988.2893506827077,OUT046
FDF39,4071.363583675316,OUT049
FDS21,1005.4107749236063,OUT017
NCM42,1587.4594371161102,OUT013
FDK50,382.77280151857013,OUT019
DRF13,4049.967603557059,OUT027
FDH35,2562.8122937369853,OUT018
FDP60,1542.5424269572309,OUT018
DRJ49,2999.648256051776,OUT027
NCT42,366.3393475703092,OUT019
FDE38,2673.917811963822,OUT049
FDI04,3060.9300713969556,OUT049
NCH54,2533.6672128335686,OUT045
FDT56,924.8088422952364,OUT049
DRD15,3633.8417633481718,OUT018
FDV58,3055.2453624727973,OUT013
FDP21,3059.279537743302,OUT049
FDH05,3781.037310923239,OUT013
FDR10,4250.679197154541,OUT027
NCP06,2486.6896783003867,OUT045
FDF33,1587.4594371161102,OUT049
DRK37,3056.929143920141,OUT013
DRH49,1387.1731589690596,OUT045
FDT58,2661.3362337323483,OUT013
FDD41,1577.285772029561,OUT018
FDP40,1687.82929989528,OUT018
FDM51,2857.1232094875177,OUT027
FDO45,191.3862903694311,OUT010
FDW33,243.1908368807518,OUT010
FDY24,903.3821605055534,OUT045
FDB10,569.4988122598523,OUT010
FDM40,2048.148604283894,OUT035
NCI06,3014.5650340786146,OUT017
FDW12,339.8496283781765,OUT019
FDX48,4062.676810745086,OUT027
NCW05,2891.283856734013,OUT027
FDX27,1533.233689036643,OUT017
DRM37,3058.5796775737945,OUT045
FDA38,3911.4654080361665,OUT045
FDR36,672.34688519454,OUT046
FDZ45,3124.6757705827745,OUT046
FDG05,2544.336007489715,OUT017
FDK28,4066.763194798891,OUT013
FDV47,1435.1884790785928,OUT045
FDN21,2547.077889316133,OUT045
FDP20,2999.648256051776,OUT027
FDI35,3040.238236103926,OUT045
DRY23,715.4097388531585,OUT013
FDA56,2006.229961195572,OUT017
FDB09,2009.0208235443952,OUT013
NCO26,2930.9611376988983,OUT027
FDQ49,2508.686685409546,OUT018
FDI52,2989.795470724886,OUT027
FDZ44,2930.9611376988983,OUT027
FDZ09,2566.0552490662535,OUT018
FDY03,1918.8779525593575,OUT049
NCG42,2022.0009442236076,OUT017
DRI13,5859.845222268177,OUT027
FDQ32,2011.6171911263561,OUT013
FDW16,1485.6649284778482,OUT035
FDU27,737.7911472346397,OUT046
FDR28,384.4008890006834,OUT010
FDQ49,380.4377506609003,OUT010
FDS37,1932.111873814826,OUT046
FDW26,3531.2258229749696,OUT018
FDX12,3756.5929128327407,OUT018
NCP06,2486.6896783003867,OUT013
FDW45,364.95247784197034,OUT010
NCN30,1530.975833777799,OUT049
FDN24,852.3374960525782,OUT049
NCL41,1012.3144475584476,OUT027
FDR02,259.5690109108562,OUT019
FDD09,439.69767098409665,OUT010
FDS33,192.00034110614789,OUT010
FDU22,1995.377227767984,OUT045
FDI53,2564.384354409818,OUT013
DRH01,2847.14560285483,OUT049
FDX32,2074.37212774392,OUT013
NCP30,663.5336206728974,OUT018
FDB60,3056.929143920141,OUT045
FDB14,1515.8962528040836,OUT049
NCP02,905.0786743630567,OUT035
FDJ10,2027.3902997008624,OUT017
FDG34,1687.82929989528,OUT046
NCB18,1457.8979017122585,OUT017
FDM16,1096.4372870706093,OUT049
FDW25,1406.165493592355,OUT018
FDB35,220.32538581265794,OUT010
DRN11,2123.196799462116,OUT013
FDF41,569.9574341976694,OUT019
FDH16,1460.5834792393134,OUT045
NCQ50,3501.1120740035717,OUT018
DRH23,908.6018163958606,OUT018
DRJ37,2486.6896783003867,OUT013
DRJ24,5108.332793426252,OUT027
FDY16,3053.7321622214904,OUT035
FDQ27,1577.285772029561,OUT045
FDZ33,2486.6896783003867,OUT045
FDF29,2022.0009442236076,OUT045
FDA08,2566.734748232979,OUT049
FDG31,1121.9695969608204,OUT046
FDE34,460.92350379059377,OUT019
NCR30,1454.2740178491813,OUT027
FDV33,4089.084696451081,OUT035
DRZ24,2000.5930636529188,OUT018
NCL54,2846.9248829657554,OUT035
FDR12,2847.14560285483,OUT049
NCC54,3871.6908089675735,OUT046
DRN59,781.3459155203723,OUT013
FDX50,261.10145069902865,OUT019
FDV31,4865.25247182422,OUT027
NCA29,4450.718659559904,OUT027
FDW60,2875.7825395715786,OUT049
FDX08,3052.8917833663795,OUT017
DRD49,3845.2870666707418,OUT013
FDD33,3796.846419807771,OUT046
FDW35,714.438704800065,OUT013
FDJ36,1577.285772029561,OUT017
FDV51,2634.0221298704605,OUT035
FDW36,1587.4594371161102,OUT046
FDH35,2566.433656379061,OUT046
NCS30,2999.648256051776,OUT027
FDN49,663.5336206728974,OUT017
FDL08,3756.5929128327407,OUT018
FDI09,3882.638190657158,OUT013
FDP19,2022.0009442236076,OUT018
FDU21,131.14223821024746,OUT010
NCP41,1587.4594371161102,OUT045
FDY10,1817.4126988963337,OUT013
FDP12,663.5336206728974,OUT018
NCN26,1932.111873814826,OUT049
FDK44,2844.795209031669,OUT013
FDC28,1600.1555301202889,OUT049
FDJ41,5864.011162910996,OUT027
NCT29,2009.0208235443952,OUT035
NCH42,572.6136381268201,OUT019
FDU60,2657.590263524853,OUT018
FDS02,3056.929143920141,OUT045
FDC51,2006.229961195572,OUT046
FDU03,3053.7321622214904,OUT013
FDX39,3654.4135105395358,OUT045
NCY05,131.14223821024746,OUT010
NCL06,5859.845222268177,OUT027
FDD32,1296.3848861489146,OUT035
NCN41,2006.229961195572,OUT045
NCX53,2048.148604283894,OUT049
FDU57,367.4205677147578,OUT019
FDQ23,1577.285772029561,OUT046
FDQ52,3995.200621332138,OUT045
FDC14,667.9778547902446,OUT045
FDY09,2875.561819682503,OUT035
FDQ28,2498.878295448895,OUT045
FDV25,3746.0198126301707,OUT046
FDJ07,1937.0723885040827,OUT035
DRB25,1582.3085455974226,OUT049
FDK52,571.4401252061771,OUT019
FDY52,1422.230872344422,OUT027
FDB28,3058.5796775737945,OUT046
FDT36,667.1405506943685,OUT035
FDV25,3769.1258869095923,OUT017
NCN07,2999.648256051776,OUT027
FDC57,3055.2453624727973,OUT017
FDQ03,3701.0413282961554,OUT018
FDU23,2661.3362337323483,OUT017
NCX41,3657.879957480205,OUT035
NCD06,733.3091208815791,OUT035
FDW08,1587.4594371161102,OUT045
NCU29,2480.782111711071,OUT017
NCE06,2554.7770481817806,OUT013
FDV52,272.9792007836892,OUT010
FDB02,2871.1420522177855,OUT017
NCR18,668.948888843338,OUT045
FDK16,1530.975833777799,OUT049
NCQ29,571.8994459849355,OUT010
FDZ01,246.94627037545598,OUT019
FDW27,2522.4247829752408,OUT035
FDD17,3712.8675394635134,OUT018
FDW39,2871.1420522177855,OUT013
DRH59,1083.8696289000438,OUT045
FDS52,1563.5965442117185,OUT013
FDU40,5747.157593164791,OUT027
NCF54,2843.1114275843256,OUT013
FDH46,1577.285772029561,OUT045
NCP14,1577.285772029561,OUT049
FDH50,3059.279537743302,OUT049
DRF15,366.1583971704918,OUT010
FDV27,2552.117237060879,OUT027
NCJ06,2000.5930636529188,OUT049
FDN02,3308.5529737131174,OUT018
FDQ51,735.0500989683079,OUT049
FDQ07,3739.436195211972,OUT017
FDS45,1577.285772029561,OUT049
NCJ06,2003.2338778943426,OUT045
FDD36,1937.0723885040827,OUT035
FDY25,3052.8917833663795,OUT045
FDU52,2489.3046166764743,OUT046
DRK47,3808.570171494903,OUT017
NCL30,2013.9423954665679,OUT017
FDN22,4012.322773876834,OUT035
NCF30,2999.648256051776,OUT027
FDK03,4040.571346327641,OUT035
FDT45,903.3821605055534,OUT017
NCC54,5859.845222268177,OUT027
FDP08,3053.1831737126463,OUT018
