Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW02,2170.502748485485,OUT017
NCD43,1793.750650759899,OUT017
FDM57,1168.9960201417907,OUT018
FDA58,3746.9092975914855,OUT017
FDK56,2868.8594684072355,OUT046
FDP52,3566.3611914910966,OUT045
FDW20,1741.1552858084328,OUT018
FDS52,1776.7492541255106,OUT049
NCT29,1649.005783397226,OUT018
NCL54,2751.190786537152,OUT013
FDC05,3073.9849426773408,OUT045
FDF34,3278.4095301596917,OUT035
FDP03,3472.9430691699067,OUT027
FDD32,-434.4505768399738,OUT010
FDZ10,1993.9399995433116,OUT045
FDZ40,1122.3963525441518,OUT035
FDD51,516.690840851572,OUT018
NCY30,946.5225128342373,OUT019
FDP58,3467.8473464158474,OUT017
FDV49,4193.470258837231,OUT017
FDY24,-941.3729488748806,OUT019
NCO55,1823.9188677395116,OUT017
FDR13,2050.362846686614,OUT017
FDS51,1189.7139975779814,OUT017
FDP26,1615.8048418602502,OUT045
NCB54,3480.8772734528598,OUT027
FDF32,3166.545879539179,OUT017
FDN31,2700.7869137715843,OUT018
DRM48,765.5148622375224,OUT017
FDN20,2775.5039837737654,OUT049
DRL01,3623.2447469826916,OUT046
FDV56,1913.0969256332844,OUT049
DRH13,3174.4565178372736,OUT027
FDA03,2462.127379385581,OUT017
FDF47,4894.181646105175,OUT027
FDX32,2355.191778183758,OUT046
FDX57,1735.6968900637296,OUT049
NCA30,2873.1188278889913,OUT045
FDO49,974.9194416484174,OUT013
FDL04,-167.8003631315956,OUT019
DRM48,825.1720133676997,OUT035
FDR16,3368.339571015937,OUT013
NCC19,2710.495468886505,OUT018
NCE42,3570.909648247373,OUT045
FDY24,1090.8768399209453,OUT017
FDH19,2878.5713045227567,OUT049
FDJ46,2759.400510659258,OUT013
FDN45,1587.3242280400864,OUT010
FDY08,2398.7722052657073,OUT035
FDZ37,1626.7557550636984,OUT035
NCT30,777.8860070461741,OUT045
DRY23,526.9236785631005,OUT018
NCZ30,1682.233677915403,OUT018
FDC44,1542.3901521750856,OUT018
FDB45,1873.252866193148,OUT035
FDY04,2669.5588390578982,OUT013
FDM27,2525.9203542419823,OUT046
FDZ43,3877.353616943533,OUT017
FDT39,601.4654602955162,OUT019
NCC06,170.06455910456032,OUT019
FDL15,3876.9166421732457,OUT027
FDL57,4122.935497378636,OUT017
FDU08,1628.3466397487941,OUT046
FDK40,4159.5841030772335,OUT017
FDQ12,1698.3633906983573,OUT010
FDS48,2506.1876625124255,OUT017
FDP09,3260.8590240410713,OUT045
FDW21,1775.0605104626845,OUT049
FDY25,2982.066847586627,OUT035
DRE13,1524.259093100586,OUT017
FDV43,-1076.4292785361317,OUT019
FDD22,1750.7464849776065,OUT045
FDM46,-369.8568008948935,OUT019
NCO30,1013.5279826405354,OUT010
FDM25,2774.996246729471,OUT046
NCN41,2068.8199825185966,OUT049
FDU24,1486.8750615272197,OUT045
FDZ50,2918.3009902878916,OUT046
FDP45,3979.404265453119,OUT013
NCM54,1947.0108556224388,OUT045
FDW10,870.912510807315,OUT019
FDP20,2162.7228269136353,OUT017
FDK32,2436.6086211042893,OUT046
FDN52,1590.4450480915193,OUT049
FDM58,1787.2652020902678,OUT045
FDZ46,3225.57132823076,OUT027
NCA18,1609.5973540141663,OUT018
FDD35,1959.5496418915563,OUT046
NCK31,1027.985596487389,OUT035
FDI40,3105.6181174778953,OUT027
FDT50,-242.28712763251934,OUT019
NCT06,2573.1894956880033,OUT046
FDT31,3112.5250759868613,OUT035
FDT45,1049.29441979568,OUT049
FDT13,2881.657564702258,OUT045
FDO50,1430.126805897608,OUT045
NCU18,353.2505230900407,OUT010
NCR54,3114.963374700905,OUT049
NCO18,2528.524666503956,OUT018
FDU09,979.3510785136872,OUT045
FDT13,2683.869470102691,OUT018
FDE09,1833.3059261031501,OUT046
NCK53,-228.19243227971867,OUT019
FDG45,3413.4409530684497,OUT049
DRH15,931.4975713600526,OUT035
FDO21,1680.8301184576635,OUT019
FDD14,4297.979926227335,OUT027
FDC09,1736.2367166925621,OUT046
FDH45,2263.6803143405773,OUT027
FDV32,1119.3853350415466,OUT046
FDG12,2099.113227210116,OUT035
FDS32,2328.7847678870767,OUT013
NCL55,3573.0509968817355,OUT018
DRE01,3864.2169874837127,OUT035
DRE15,1387.387148691395,OUT049
NCL42,3736.2243205345735,OUT045
FDP31,1161.9884008858946,OUT013
FDN33,1304.901831846059,OUT018
FDZ59,2637.583205962706,OUT046
FDE45,931.7170442615115,OUT010
FDJ07,1961.667058619558,OUT013
FDQ45,2670.282769785313,OUT018
FDM33,4824.039690171043,OUT027
FDO15,-519.879384370058,OUT010
FDM46,1552.2680968235716,OUT013
FDR03,3190.1469128328367,OUT045
FDY49,2422.854669517216,OUT018
FDQ60,1893.1457125231013,OUT045
FDW10,2873.0294967280415,OUT049
FDO51,966.9287911132576,OUT049
FDJ40,1551.9973485984342,OUT018
FDS20,2597.080712696284,OUT018
FDU45,1923.32717792135,OUT013
FDV02,2814.6978870450134,OUT035
FDN09,3749.9537204915755,OUT046
NCM55,4327.7409433552875,OUT027
FDN23,2074.7410184810733,OUT018
FDY31,450.20851010455317,OUT010
FDW03,-72.42038015894195,OUT010
FDD14,2856.4465218491864,OUT046
FDV23,2110.067474773323,OUT017
DRI03,2682.7673466244773,OUT045
FDN13,1758.8482051068318,OUT035
FDF45,2527.520464847725,OUT027
FDU46,1659.902434696212,OUT035
FDB57,3617.7675884732234,OUT049
FDV12,1780.8452666320338,OUT049
FDQ58,2424.873672245989,OUT013
NCA18,1958.0200842507113,OUT017
FDH52,1217.0359060082658,OUT049
FDM24,2151.7123178472766,OUT018
NCP43,4256.692458316627,OUT027
NCO18,906.7840279517637,OUT019
FDM32,1615.1951628050074,OUT017
NCL07,801.8355201841143,OUT017
FDK03,3992.601404867822,OUT013
FDP59,1831.4802249927113,OUT017
FDQ24,3974.6046895291033,OUT049
FDQ16,1532.999258442855,OUT018
FDU44,2626.3319340125636,OUT013
FDH28,-1126.9730431551786,OUT010
FDV28,-1200.60810588722,OUT019
FDM22,947.904831778426,OUT045
FDR56,3097.6420990126894,OUT046
FDV39,3183.5460407535547,OUT049
FDU37,-506.255459368693,OUT019
FDQ11,2181.318352340773,OUT010
FDX02,3412.8624213442695,OUT045
NCS42,1242.9976161790146,OUT018
FDY57,3014.8700631256447,OUT027
FDB21,3819.707638948527,OUT049
FDE28,3682.5667883767806,OUT017
FDQ55,1994.7399937775829,OUT017
FDA48,3546.589733416916,OUT049
FDZ19,2679.175895925466,OUT045
NCC43,3797.533790777961,OUT045
NCV18,1335.3616333727452,OUT046
NCA42,2216.5400007928997,OUT018
FDY45,3949.4901743402106,OUT046
NCC30,2735.645586799642,OUT045
FDM57,1506.8977422823796,OUT013
FDL09,774.8499612435239,OUT010
FDB09,3448.75551134643,OUT027
FDT44,2054.291202582521,OUT035
NCT06,3995.3612520581896,OUT027
FDX26,2976.6025205813735,OUT049
FDK32,2507.853207231589,OUT013
DRA12,2240.555734008261,OUT046
FDO46,1114.508602715056,OUT010
FDE52,1519.1171949899226,OUT013
NCH42,3497.0430517374703,OUT045
FDV08,911.3748663967799,OUT035
FDB47,3019.2740409785847,OUT018
FDC28,-107.05902359027823,OUT010
FDD22,1837.3886828013342,OUT046
FDS07,3271.5142342946624,OUT027
DRI13,3300.9525921478,OUT045
FDG32,3175.4312664499935,OUT018
FDU14,3974.3573738138266,OUT017
FDD28,-863.5343473333976,OUT019
NCP41,1880.0758094104447,OUT017
FDS08,2867.4808204782844,OUT049
FDX47,2491.0961936528656,OUT045
FDC53,-183.08310710176926,OUT019
FDQ19,3925.8699671290337,OUT035
FDL14,2453.0417453724663,OUT045
FDM33,1545.529751985554,OUT019
FDA51,1789.4543607980415,OUT045
FDZ27,617.8500868763127,OUT018
FDT04,745.1133388159917,OUT046
DRC13,2123.6492412256894,OUT049
FDR16,4791.908717572183,OUT027
FDQ03,5116.804555195458,OUT027
FDE38,2799.8801845587373,OUT035
DRH23,2382.2669890797847,OUT027
FDT11,1140.327221800767,OUT019
FDD09,2973.9611835742285,OUT035
FDR40,1369.1912077659672,OUT045
FDX07,3008.1367991184834,OUT017
FDR07,1749.1510317052605,OUT035
FDA51,1966.6123766137198,OUT017
FDT59,1724.4349580823596,OUT019
FDF20,3170.503965029034,OUT017
FDR13,1861.1844300352088,OUT045
FDY26,3434.0255707516158,OUT049
FDW04,2214.599647174941,OUT017
FDK52,3614.2038185304746,OUT017
FDN60,2589.7378894578974,OUT049
FDM09,864.2300017043104,OUT019
FDP46,1549.0845611612842,OUT049
FDB50,-573.1607888004177,OUT019
NCQ29,4059.9903549694786,OUT049
FDP16,5234.028163519497,OUT027
FDX33,2308.2185742593483,OUT018
FDP07,1234.3032445053964,OUT010
FDN22,3885.8312434093564,OUT046
FDF39,4192.606425094746,OUT049
FDS21,1225.8229377337707,OUT017
NCM42,1771.3912354418512,OUT013
FDK50,718.2668158042635,OUT019
DRF13,3745.2447666146286,OUT027
FDH35,2322.9214344302077,OUT018
FDP60,1344.2432133873028,OUT018
DRJ49,3490.5195994250903,OUT027
NCT42,481.8276567324398,OUT019
FDE38,2758.022864779173,OUT049
FDI04,3254.5169827794252,OUT049
NCH54,2418.4230303352283,OUT045
FDT56,1174.1207439467173,OUT049
DRD15,3325.4242003411223,OUT018
FDV58,3056.0141673907256,OUT013
FDP21,3095.277734262836,OUT049
FDH05,3685.5920097426083,OUT013
FDR10,4000.4217869315958,OUT027
NCP06,2297.753050307423,OUT045
FDF33,1848.128681077019,OUT049
DRK37,2970.480830915442,OUT013
DRH49,1335.8893244760384,OUT045
FDT58,2678.2489857618507,OUT013
FDD41,1474.5376143259073,OUT018
FDP40,1584.4571795935944,OUT018
FDM51,3140.7604525666634,OUT027
FDO45,-383.52002739633,OUT010
FDW33,-154.28692155938592,OUT010
FDY24,924.1579232930411,OUT045
FDB10,1784.7055183664374,OUT010
FDM40,2373.144597206196,OUT035
NCI06,2926.5858512534055,OUT017
FDW12,470.4216477740471,OUT019
FDX48,3939.0364796820318,OUT027
NCW05,3127.6174665331214,OUT027
FDX27,1696.2833136456225,OUT017
DRM37,3007.0754471447,OUT045
FDA38,3697.2088074053904,OUT045
FDR36,779.8595724241322,OUT046
FDZ45,3104.128734729622,OUT046
FDG05,2630.618717805764,OUT017
FDK28,4032.139262676017,OUT013
FDV47,1370.8882643963807,OUT045
FDN21,2472.4399256936813,OUT045
FDP20,3476.4692913653666,OUT027
FDI35,2798.1659975007474,OUT045
DRY23,850.0606313851738,OUT013
FDA56,2100.6825551822944,OUT017
FDB09,2037.143940827779,OUT013
NCO26,3296.7394616762,OUT027
FDQ49,2266.7994560137104,OUT018
FDI52,3389.268830759645,OUT027
FDZ44,3343.09408394691,OUT027
FDZ09,2326.231723435439,OUT018
FDY03,1987.7488958584952,OUT049
NCG42,2161.3863943217716,OUT017
DRI13,4803.7747188898575,OUT027
FDQ32,2111.8934924948944,OUT013
FDW16,1709.6640867186106,OUT035
FDU27,862.5169781751497,OUT046
FDR28,754.0430750229239,OUT010
FDQ49,675.8180454778958,OUT010
FDS37,1890.9385509839583,OUT046
FDW26,3200.6228038597824,OUT018
FDX12,3504.045408519438,OUT018
NCP06,2415.6120286331275,OUT013
FDW45,447.83639307993326,OUT010
NCN30,1654.0620828130038,OUT049
FDN24,1043.5134498189263,OUT049
NCL41,2055.9174742583045,OUT027
FDR02,-54.09338477056724,OUT019
FDD09,967.8574317145171,OUT010
FDS33,-346.7645558031397,OUT010
FDU22,1860.8550434922618,OUT045
FDI53,2622.4647137213633,OUT013
DRH01,2840.7666802083463,OUT049
FDX32,2344.9966058776527,OUT013
NCP30,465.9369494751355,OUT018
FDB60,3021.0965484658027,OUT045
FDB14,1675.5162447074817,OUT049
NCP02,1149.7455628314415,OUT035
FDJ10,2373.456926289303,OUT017
FDG34,1841.6375165600625,OUT046
NCB18,1552.1957515816791,OUT017
FDM16,1411.3794007797678,OUT049
FDW25,1154.068850261281,OUT018
FDB35,-315.48962706005494,OUT010
DRN11,2267.933005129762,OUT013
FDF41,1947.9874302475873,OUT019
FDH16,1414.6172390842796,OUT045
NCQ50,3011.158455072758,OUT018
DRH23,693.1737780348157,OUT018
DRJ37,2424.4122096420274,OUT013
DRJ24,4296.009560386765,OUT027
FDY16,3040.599045522417,OUT035
FDQ27,1700.2497105442073,OUT045
FDZ33,2286.289807724065,OUT045
FDF29,2103.800174751651,OUT045
FDA08,2721.813316117283,OUT049
FDG31,1128.801668217403,OUT046
FDE34,1066.178216424085,OUT019
NCR30,2652.6205167334824,OUT027
FDV33,4177.0299562008695,OUT035
DRZ24,1650.8781180138915,OUT018
NCL54,2810.9084952995136,OUT035
FDR12,2884.070300497174,OUT049
NCC54,3712.623917446771,OUT046
DRN59,856.5306678035021,OUT013
FDX50,-66.2874587559105,OUT019
FDV31,4213.8407823394355,OUT027
NCA29,4129.577040338581,OUT027
FDW60,2934.9015474170365,OUT049
FDX08,2986.1518446559976,OUT017
DRD49,3647.374343869551,OUT013
FDD33,3555.0671501116,OUT046
FDW35,844.8717689614396,OUT013
FDJ36,1815.9681130044432,OUT017
FDV51,2783.376980343838,OUT035
FDW36,1741.8530530039156,OUT046
FDH35,2602.931127869028,OUT046
NCS30,3484.6330032503415,OUT027
FDN49,859.3003793390042,OUT017
FDL08,3530.8929007833335,OUT018
FDI09,3765.984162814072,OUT013
FDP19,1768.548096743792,OUT018
FDU21,-1183.353436590929,OUT010
NCP41,1689.4040913301517,OUT045
FDY10,1877.8005249683335,OUT013
FDP12,478.8489744726861,OUT018
NCN26,1948.3575469485838,OUT049
FDK44,2764.7716776807247,OUT013
FDC28,1868.4987103530812,OUT049
FDJ41,5506.050096036324,OUT027
NCT29,2111.792935596398,OUT035
NCH42,1669.1867966175537,OUT019
FDU60,2410.6135818300886,OUT018
FDS02,2964.8400583555604,OUT045
FDC51,2031.5327257508181,OUT046
FDU03,2933.980943942196,OUT013
FDX39,3286.6188843975056,OUT045
NCY05,-1195.9289058120812,OUT010
NCL06,5411.168849586518,OUT027
FDD32,1536.4190736003236,OUT035
NCN41,1903.4514812666077,OUT045
NCX53,2341.7208140188786,OUT049
FDU57,550.9262798622541,OUT019
FDQ23,1713.9832958596708,OUT046
FDQ52,3779.616114711609,OUT045
FDC14,744.984120061527,OUT045
FDY09,2937.1009963597944,OUT035
FDQ28,2462.2785524777632,OUT045
FDV25,3431.9737349310526,OUT046
FDJ07,2034.7412984966895,OUT035
DRB25,1819.8641992989765,OUT049
FDK52,1607.8088129441198,OUT019
FDY52,2530.961849995849,OUT027
FDB28,3083.8389355652844,OUT046
FDT36,812.7085649432755,OUT035
FDV25,3553.7106319534237,OUT017
NCN07,3508.5353656325046,OUT027
FDC57,3179.7688836246157,OUT017
FDQ03,3433.782022486709,OUT018
FDU23,2745.593053522786,OUT017
NCX41,3435.2548539272707,OUT035
NCD06,963.6773106188676,OUT035
FDW08,1645.1142304593243,OUT045
NCU29,2402.084753880659,OUT017
NCE06,2555.5305085922373,OUT013
FDV52,42.809050393225334,OUT010
FDB02,2927.906557747108,OUT017
NCR18,718.6040403882165,OUT045
FDK16,1648.3596959752851,OUT049
NCQ29,2064.303391236396,OUT010
FDZ01,-95.49243015079861,OUT019
FDW27,2643.076828553688,OUT035
FDD17,3430.455332987948,OUT018
FDW39,2836.6131923241855,OUT013
DRH59,1149.4180822161825,OUT045
FDS52,1730.6869540480968,OUT013
FDU40,4497.1423068917375,OUT027
NCF54,2756.8648695112506,OUT013
FDH46,1674.6360055829596,OUT045
NCP14,1761.9097256465277,OUT049
FDH50,3026.8377259587273,OUT049
DRF15,544.9587757178235,OUT010
FDV27,2940.768290577667,OUT027
NCJ06,2034.200168274104,OUT049
FDN02,2942.8754056444714,OUT018
FDQ51,983.5764502325444,OUT049
FDQ07,3602.2252116570494,OUT017
FDS45,1880.6478637573011,OUT049
NCJ06,1885.1240909930723,OUT045
FDD36,2057.7647242295066,OUT035
FDY25,2799.9806429989385,OUT045
FDU52,2448.9267790765807,OUT046
DRK47,3606.076545798793,OUT017
NCL30,2140.1744811809713,OUT017
